202	1620	yellow	2
1869	5476	yellow	2
5690	6298	yellow	1
6407	12062	yellow	3
12169	13083	yellow	1
13201	13956	yellow	1
14071	17610	yellow	5
17782	18654	yellow	1
18825	20454	yellow	2
20594	22697	yellow	4
22905	25292	yellow	2
25592	26143	yellow	1
26282	27294	yellow	3
27423	32165	yellow	3
32304	34021	yellow	2
34176	35231	yellow	1
35342	36991	yellow	1
37262	39145	yellow	1
39610	43473	yellow	5
43996	45500	yellow	2
45705	48832	yellow	2
48962	52901	yellow	4
53278	55443	yellow	1
55697	56395	yellow	1
56659	57207	yellow	1
57506	58483	yellow	1
58768	59628	yellow	1
59845	61257	yellow	3
61423	61980	yellow	1
62151	62831	yellow	1
62957	63517	yellow	1
63898	65405	yellow	2
65549	66478	yellow	1
66655	71503	yellow	6
71604	72200	yellow	1
72342	73190	yellow	1
74509	80131	yellow	4
80309	81379	yellow	2
81745	82068	yellow	1
82185	82883	yellow	1
83314	84938	yellow	2
85720	86538	yellow	2
86807	87364	yellow	1
88037	88381	yellow	1
88519	95816	yellow	5
96126	98154	yellow	3
98346	100582	yellow	2
100940	103396	yellow	2
103751	104869	yellow	1
105049	108567	yellow	5
108971	112751	yellow	4
113078	115447	yellow	1
115594	116802	yellow	1
117043	121114	yellow	4
121443	121964	yellow	1
122279	124141	yellow	4
124371	127605	yellow	3
128080	128202	yellow	1
128374	131801	yellow	2
131939	134266	yellow	1
134740	140592	yellow	4
140709	143954	yellow	3
144324	147120	yellow	3
147392	148000	yellow	1
148101	149086	yellow	2
149205	150176	yellow	1
150293	150655	yellow	1
150811	153615	yellow	1
153759	153977	yellow	1
154341	155852	yellow	1
155961	159124	yellow	4
159227	161826	yellow	2
161944	164139	yellow	1
164506	166948	yellow	2
167055	168955	yellow	2
169068	171464	yellow	3
171653	175892	yellow	5
176028	179249	yellow	4
179405	181957	yellow	3
182221	183663	yellow	1
183904	188648	yellow	6
188918	190625	yellow	2
190974	202475	yellow	11
202616	204988	yellow	1
205325	206155	yellow	2
206260	208586	yellow	4
208890	210188	yellow	1
210310	212816	yellow	2
212924	214123	yellow	1
220381	224229	yellow	4
224356	226300	yellow	2
226439	228299	yellow	2
228589	230614	yellow	2
230738	233476	yellow	1
233606	234928	yellow	2
235104	235373	yellow	1
235513	237642	yellow	1
237752	238174	yellow	1
238323	239189	yellow	1
239748	245745	yellow	5
245935	253300	yellow	7
253402	255149	yellow	2
255483	258813	yellow	3
258969	260810	yellow	2
261008	261964	yellow	1
262513	264975	yellow	1
265392	265871	yellow	1
266114	269101	yellow	2
269394	272772	yellow	2
272881	283329	yellow	10
283487	284710	yellow	1
284831	289224	yellow	3
289429	290046	yellow	2
290612	293202	yellow	3
293336	293758	yellow	1
294050	312009	yellow	17
312532	313048	yellow	2
313404	315519	yellow	3
315741	318778	yellow	3
319022	321616	yellow	1
321729	326164	yellow	5
326405	327016	yellow	1
327186	330303	yellow	2
330508	332151	yellow	1
332450	333124	yellow	1
333293	336478	yellow	5
336679	341063	yellow	6
341166	342461	yellow	1
342598	343659	yellow	1
343956	344618	yellow	1
344757	351574	yellow	11
351734	352483	yellow	1
352685	355997	yellow	4
356140	356568	yellow	1
357255	358445	yellow	1
358706	360785	yellow	4
361107	362026	yellow	2
362261	370704	yellow	2
370854	375564	yellow	5
375682	380324	yellow	10
380525	386294	yellow	13
386469	386831	yellow	1
386933	387978	yellow	2
388080	389835	yellow	3
389976	392706	yellow	2
392831	393259	yellow	2
393374	393826	yellow	1
393941	396124	yellow	1
396295	397470	yellow	1
397613	398377	yellow	1
398518	400522	yellow	2
400691	402963	yellow	2
403169	403954	yellow	1
404123	404422	yellow	1
404685	404948	yellow	1
405092	405460	yellow	1
405581	408533	yellow	5
409156	410121	yellow	1
410253	413105	yellow	2
413334	413663	yellow	1
413771	415186	yellow	1
415388	418918	yellow	3
419025	420611	yellow	1
420781	422069	yellow	2
422175	427305	yellow	4
427548	428709	yellow	2
428844	430633	yellow	2
430787	432997	yellow	1
433467	436233	yellow	4
436407	437333	yellow	1
437605	440092	yellow	2
440388	446703	yellow	4
446930	449475	yellow	2
449819	451459	yellow	1
451676	451963	yellow	1
452139	453209	yellow	1
453370	453714	yellow	1
453901	457442	yellow	2
457582	460904	yellow	3
461095	461526	yellow	1
461798	462771	yellow	2
462883	464058	yellow	1
464192	465634	yellow	1
465913	466203	yellow	1
466340	466798	yellow	1
467087	467635	yellow	1
467736	469673	yellow	1
469899	470156	yellow	1
470351	470755	yellow	1
470911	477876	yellow	9
477986	478855	yellow	1
478965	480008	yellow	1
480419	480490	yellow	1
480661	481140	yellow	2
481295	481912	yellow	1
482023	484563	yellow	4
484701	489735	yellow	4
490499	493114	yellow	1
493508	493762	yellow	1
493882	494199	yellow	1
494692	507390	yellow	4
507525	507848	yellow	1
507988	513177	yellow	3
513942	519165	yellow	4
519697	520584	yellow	1
520684	522315	yellow	2
522603	523373	yellow	1
523643	525119	yellow	2
525242	527598	yellow	4
527767	531636	yellow	1
531847	533891	yellow	2
534002	534709	yellow	1
534919	536544	yellow	1
536655	539279	yellow	4
539402	545345	yellow	6
545520	550175	yellow	5
550285	552615	yellow	3
552835	554215	yellow	2
554579	555180	yellow	2
555402	559371	yellow	4
559494	560807	yellow	2
560947	561210	yellow	1
561394	563853	yellow	2
563987	576034	yellow	10
576204	579327	yellow	4
579559	584093	yellow	6
584273	584836	yellow	1
584962	588286	yellow	3
588557	591102	yellow	2
591263	593854	yellow	1
593988	595951	yellow	3
596135	596416	yellow	1
596562	599406	yellow	2
599560	600232	yellow	2
600395	602325	yellow	3
602437	608519	yellow	7
608712	610286	yellow	1
610434	611084	yellow	1
611252	612508	yellow	1
612608	616585	yellow	3
616979	623255	yellow	5
623595	629056	yellow	5
629193	633013	yellow	3
633374	633577	yellow	1
633688	636218	yellow	3
636414	637502	yellow	1
637640	639477	yellow	2
639602	644254	yellow	5
644359	647458	yellow	4
647828	648364	yellow	1
648585	650181	yellow	2
650359	651213	yellow	1
651416	652432	yellow	1
652622	654837	yellow	2
655011	656795	yellow	1
656991	658999	yellow	3
659140	660735	yellow	2
660837	663615	yellow	3
663724	667224	yellow	3
667365	669180	yellow	2
669318	670454	yellow	1
670556	685417	yellow	12
685749	690604	yellow	6
696799	697188	yellow	1
697888	701898	yellow	2
702267	704777	yellow	1
705018	711383	yellow	6
711578	717161	yellow	5
717348	721271	yellow	1
721401	721886	yellow	1
722009	723677	yellow	2
723928	728593	yellow	5
728884	733613	yellow	4
733734	734072	yellow	1
734213	735879	yellow	2
736041	738069	yellow	2
738248	740242	yellow	4
